Title,Location,Model ,KM,Fuel Type,CC,Specs,Price
Suzuki Mehran 2007 for Sale,Mansehra,2007,"20,000",Petrol,800,Manual,8lacs
Mitsubishi Mirage 2012 1.0 G for Sale 6.1/10,Karachi,2012,"100,664",Petrol,1000,Automatic,19.5lacs
Suzuki Ravi 2016 for Sale,Lahore,2016,"45,390",Petrol,800,Manual,14lacs
Suzuki Liana 2010 RXi for Sale,Gujranwala,2010,"160,000",Petrol,1300,Manual,14.75lacs
Honda Civic 2010 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2010,"210,000",Petrol,1800,Automatic,23.8lacs
Suzuki Bolan 1989 VX for Sale,Karachi,1989,"150,000",Petrol,800,Manual,4.2lacs
Suzuki Swift 2010 DLX 1.3 for Sale,Mansehra,2010,"97,700",Petrol,1300,Manual,18lacs
Honda HR-V 2023 VTi-S for Sale,Lahore,2023,"17,000",Petrol,1500,Automatic,65.5lacs
Toyota Corolla 1986 for Sale,Dinga,1986,1,Diesel,2000,Manual,2.5lacs
Suzuki Baleno 2003 JXR for Sale,Islamabad,2003,"100,000",Petrol,1300,Manual,9.5lacs
Toyota Corolla 1994 LX Limited 1.3 for Sale,Islamabad,1994,"123,455",Petrol,1300,Automatic,14lacs
Toyota C-HR 2018 for Sale,Lahore,2018,"32,000",Petrol,1200,Automatic,72lacs
Toyota Fortuner 2023 2.7 V for Sale,Lahore,2023,50,Petrol,2700,Automatic,1.71crore
Suzuki Ravi 2014 Euro II for Sale,Rawalpindi,2014,"12,345",Petrol,800,Manual,9.7lacs
Daihatsu Move 2017 Custom X for Sale,Mandi,2017,"114,000",Petrol,660,Automatic,31.15lacs
Suzuki Vitara 2019 for Sale,Lahore,2019,"39,000",Petrol,1000,Manual,52lacs
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"33,000",Petrol,1600,Automatic,54.5lacs
Honda Vezel 2019 Hybrid X Honda Sensing for Sale,Lahore,2019,"42,000",Hybrid,1500,Automatic,71lacs
Hyundai Elantra 2024 GLS for Sale,Lahore,2024,33,Petrol,2000,Automatic,
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,Karachi,2015,"66,000",Petrol,1800,Automatic,36.95lacs
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC for Sale,Karachi,2021,"22,000",Petrol,1300,Manual,36.95lacs
Nissan Clipper 2019 E for Sale,Gujranwala,2019,"150,000",Petrol,660,Manual,25.9lacs
Honda BR-V 2022 i-VTEC S for Sale,Karachi,2022,"21,000",Petrol,1500,Automatic,53.95lacs
Honda Civic 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2007,"60,000",Petrol,1800,Automatic,27.25lacs
BMW 7 Series 2020 750 Li for Sale,Lahore,2020,"32,000",Petrol,4400,Automatic,
Mercedes Benz EQC 2020 400 4MATIC for Sale,Lahore,2020,"12,000",Electric,800.0,Automatic,
BMW 7 Series 2022 i7 xDrive60 M Sports for Sale,Lahore,2022,"9,000",Electric,105.0,Automatic,
Daihatsu Cuore 2004 CX Ecomatic for Sale,Rawalpindi,2004,"222,222",Petrol,800,Automatic,9.3lacs
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Lahore,2017,"67,000",Petrol,1600,Automatic,45.9lacs
Suzuki Khyber 1997 for Sale,Wah,1997,"45,000",Petrol,1000,Manual,9.5lacs
Honda Fit 2011 1.5 Hybrid Smart Selection for Sale 8.6/10,Karachi,2011,"105,505",Hybrid,1500,Automatic,30lacs
Suzuki Wagon R 2017 VXR for Sale,Gujranwala,2017,"100,000",Petrol,1000,Manual,18lacs
Suzuki Cultus 2008 VXRi for Sale,Lahore,2008,"123,456",Petrol,1000,Manual,8.65lacs
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"38,000",Petrol,1598,Automatic,54.75lacs
Changan Oshan X7 2022 FutureSense for Sale,Lahore,2022,"37,150",Petrol,1500,Automatic,75lacs
Suzuki Mehran 2003 VX (CNG) for Sale,Islamabad,2003,"35,000",Petrol,800,Manual,7.2lacs
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.5 i-VTEC for Sale,Karachi,2017,"65,000",Petrol,1500,Automatic,34.4lacs
BMW 7 Series 4th (E65) Generation 2003 730d for Sale,Islamabad,2003,"300,000",Diesel,3000,Automatic,35lacs
Suzuki Alto 2002 VXR for Sale,Lahore,2002,"9,999",Petrol,1000,Manual,6.25lacs
Suzuki Mehran 2006 VX for Sale,Mirpur,2006,"12,345",Petrol,800,Manual,6.1lacs
Daihatsu Mira 2016 X Memorial Edition for Sale,Karachi,2016,"95,000",Petrol,660,Automatic,21lacs
Suzuki Swift 1989 for Sale,Kohat,1989,"11,111",CNG,1000,Manual,5.2lacs
Suzuki FX 1986 for Sale,Rawat,1986,"333,333",Petrol,600,Manual,4.5lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2017,"99,000",Petrol,1800,Automatic,49.5lacs
Toyota Corolla 2014 GLi 1.3 VVTi for Sale,Lahore,2014,"68,000",Petrol,1300,Manual,29.5lacs
Toyota Corolla 1992 SE Limited for Sale,Abbottabad,1992,"300,000",Petrol,1500,Automatic,16.2lacs
Honda Civic Reborn 2007 VTi 1.8 i-VTEC for Sale,Islamabad,2007,"123,456",Petrol,1800,Manual,22.25lacs
Toyota C-HR 2019 S-LED for Sale,Karachi,2019,"38,900",Hybrid,1800,Automatic,78.5lacs
Toyota Corolla 9th (E120) Generation 2008 GLi 1.3 for Sale,Karachi,2008,"96,000",Petrol,1300,Manual,17.5lacs
Hyundai Elantra 2022 GLS for Sale,Karachi,2022,"28,500",Petrol,2000,Automatic,61lacs
Toyota Corolla 1994 LX Limited 1.3 for Sale,Mansehra,1994,"99,999",Petrol,1300,Automatic,16.5lacs
Toyota Belta 2007 G 1.3 for Sale,Lahore,2007,"183,000",Petrol,1300,Automatic,26.5lacs
Mercedes Benz EQS 2022 450 4MATIC for Sale,Lahore,2022,800,Electric,1070.0,Automatic,
Toyota Crown 2018 RS Advance for Sale,Lahore,2018,"50,000",Hybrid,2500,Automatic,
Audi e-tron GT 2021 RS for Sale,Lahore,2021,"6,000",Electric,934.0,Automatic,
Audi e-tron GT 2023 Standard for Sale,Lahore,2023,"1,500",Electric,934.0,Automatic,
Audi e-tron GT 2023 Standard for Sale,Lahore,2023,"1,500",Electric,93.0,Automatic,
Toyota Corolla 2009 XLi VVTi for Sale,Karachi,2009,"65,000",Petrol,1300,Manual,25.25lacs
Suzuki Bolan 2017 VX Euro II for Sale,Lahore,2017,"54,000",Petrol,800,Manual,14lacs
Honda Civic 7th Generation (Facelift) 2005 VTi Prosmatec 1.6 for Sale,Lahore,2005,"130,000",Petrol,1600,Automatic,17.9lacs
Honda City 2019 1.5 i-VTEC Prosmatec for Sale,Lahore,2019,"68,000",Petrol,1500,Automatic,38.75lacs
Toyota Vitz 2014 F Limited II 1.0 for Sale,Lahore,2014,"68,000",Petrol,1000,Automatic,31.75lacs
Toyota Corolla 2024 Altis X Automatic 1.6 Special Edition for Sale,Lahore,2024,"4,000",Petrol,1598,Automatic,74lacs
Toyota Corolla 2019 XLi Automatic for Sale,Lahore,2019,"79,000",Petrol,1300,Automatic,39.25lacs
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Lahore,2005,"12,345",Petrol,1500,Manual,16lacs
Daihatsu Mira 2014 X Limited ER for Sale,Rawalpindi,2014,"89,000",Petrol,660,Automatic,19.45lacs
Honda N Wgn 2021 G for Sale,Lahore,2021,"15,000",Petrol,660,Automatic,36.25lacs
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel UG Prosmatec 1.6 for Sale,Lahore,2005,"101,258",Petrol,1600,Automatic,16.95lacs
Changan Alsvin 2022 1.5L DCT Lumiere for Sale,Lahore,2022,"33,000",Petrol,1500,Automatic,24lacs
Suzuki Wagon R 2017 VXL for Sale,Lahore,2017,"200,000",Petrol,1000,Manual,18.9lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Karachi,2019,"46,000",Petrol,1800,Automatic,53.5lacs
Suzuki Mehran 2019 VXR Euro II for Sale,Chakwal,2019,"500,056",Petrol,800,Manual,15lacs
Daihatsu Cuore 2005 CL Eco for Sale,Lahore,2005,"167,000",Petrol,800,Manual,7.75lacs
Toyota Corolla 2005 2.0D for Sale,Mansehra,2005,"200,000",Diesel,2000,Manual,19.3lacs
Honda Civic 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2009,"116,070",Petrol,1800,Automatic,21.5lacs
Toyota Land Cruiser 2019 ZX for Sale,Islamabad,2019,"29,000",Petrol,4600,Automatic,5.09crore
Toyota Tank 2021 for Sale,Gujranwala,2021,"101,200",Petrol,1000,Automatic,36.8lacs
Toyota Yaris Hatchback 2022 for Sale,Lahore,2022,"24,600",Petrol,1000,Automatic,54.4lacs
Toyota Vitz 2017 F 1.0 for Sale,Chowk,2017,"65,000",Petrol,996,Automatic,37.5lacs
Genesis GV60 2022 Standard AWD for Sale,Lahore,2022,"15,600",Electric,77.0,Automatic,3crore
Hyundai Santro 2004 Exec for Sale,Sargodha,2004,"5,000",Petrol,1000,Manual,8.8lacs
Toyota Corolla 2014 GLi Limited Edition 1.3 VVTi for Sale,Islamabad,2014,"165,475",Petrol,1300,Manual,29.5lacs
KIA Sportage 2021 Alpha for Sale,Lahore,2021,"47,000",Petrol,2000,Automatic,64lacs
Suzuki Alto 2024 VXR for Sale,Khushab,2024,"7,800",Petrol,660,Manual,27.4lacs
Honda City 2011 1.3 i-VTEC for Sale,Karachi,2011,"80,000",Petrol,1300,Manual,19lacs
Mitsubishi EK Custom 2013 G for Sale,Faisalabad,2013,"81,500",Petrol,660,Automatic,22.75lacs
Toyota Hilux 2012 D-4D Automatic for Sale,Peshawar,2012,"176,786",Diesel,3000,Automatic,68lacs
Toyota C-HR 2019 G-LED for Sale,Lahore,2019,"31,780",Hybrid,1800,Automatic,84.95lacs
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,Karachi,2014,"169,000",Petrol,1300,Manual,23lacs
Toyota Prius 2013 S LED Edition 1.8 for Sale,Lahore,2013,"85,000",Hybrid,1800,Automatic,45.75lacs
Honda City 5th (GM2) Generation 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,Lahore,2021,"44,000",Petrol,1500,Automatic,42.75lacs
Honda Vezel 2015 Hybrid Z for Sale,Lahore,2015,"98,000",Hybrid,1500,Automatic,44lacs
Honda Civic 11th Generation 2024 RS for Sale,Peshawar,2024,"19,000",Petrol,1500,Automatic,98lacs
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Lahore,2018,"60,000",Petrol,1300,Automatic,45.35lacs
Hyundai Sonata 2021 2.5 for Sale,Lahore,2021,"36,000",Petrol,2500,Automatic,92lacs
Mercedes Benz S Class 1999 S 320 for Sale,Lahore,1999,"175,000",Petrol,3199,Automatic,38lacs
Suzuki Alto Lapin 2020 for Sale,Lahore,2020,"25,000",Petrol,660,Automatic,33.5lacs
Toyota Land Cruiser 2009 ZX for Sale,Lahore,2009,"190,000",Petrol,4600,Automatic,2.25crore
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,"17,500",Petrol,1600,Automatic,57.5lacs
Toyota Land Cruiser 2018 ZX for Sale,Lahore,2018,"72,000",Petrol,4600,Automatic,4.1crore
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2020,"35,000",Petrol,1800,Automatic,63lacs
Suzuki Alto 2022 VX for Sale,Islamabad,2022,"17,500",Petrol,660,Manual,24.75lacs
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2010,"150,000",Petrol,1800,Automatic,21.7lacs
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,Lahore,2013,"200,000",Petrol,1300,Manual,26.9lacs
Toyota Fortuner 2021 2.8 Sigma 4 for Sale,Lahore,2021,"46,000",Diesel,2800,Automatic,1.48crore
KIA Picanto 2022 1.0 AT for Sale,Rawalpindi,2022,"33,000",Petrol,1000,Automatic,29.75lacs
Toyota Corolla Axio 2017 Hybrid 1.5 for Sale,Peshawar,2017,"92,000",Hybrid,1500,Automatic,58lacs
Toyota Prado 2019 TX L Package 2.7 for Sale,Lahore,2019,"57,000",Petrol,2700,Automatic,2.72crore
Toyota Vitz 2014 F 1.0 for Sale,Islamabad,2014,"145,000",Petrol,1000,Automatic,29.85lacs
Honda City 2001 EXi for Sale,Faisalabad,2001,"150,000",Petrol,1300,Manual,10.4lacs
Toyota Corolla 2010 GLi 1.3 VVTi for Sale 5/10,Karachi,2010,"116,691",Petrol,1300,Manual,24lacs
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,Islamabad,2008,"136,500",Petrol,1300,Manual,17.45lacs
Toyota Corolla 2012 GLi Automatic 1.6 VVTi for Sale,Islamabad,2012,"100,000",Petrol,1600,Automatic,34.5lacs
Honda City 2016 Aspire Prosmatec 1.3 i-VTEC for Sale,Karachi,2016,"32,000",Petrol,1300,Automatic,23lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Mirpur,2017,"40,000",Petrol,800,Manual,15lacs
Toyota Vitz 2010 F 1.0 for Sale,Karachi,2010,"117,678",Petrol,1000,Automatic,22.75lacs
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Rawalpindi,2011,"72,000",Petrol,1300,Manual,28.5lacs
Suzuki Mehran 2012 VX for Sale,Rawalpindi,2012,"1,111",Petrol,800,Manual,11.7lacs
Honda Civic Rebirth 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2012,"77,000",Petrol,1800,Automatic,35.9lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"74,000",Petrol,1600,Automatic,45.95lacs
Suzuki Baleno 2003 JXR for Sale,Nawabshah,2003,"147,000",Petrol,1300,Manual,12.3lacs
KIA Sportage 2021 AWD for Sale 8.8/10,Islamabad,2021,"120,362",Petrol,2000,Automatic,70lacs
Toyota Prado 2019 TX L Package 2.7 for Sale,Lahore,2019,"23,000",Petrol,2700,Automatic,2.78crore
Honda City 1999 EXi Neo 1.5 for Sale,Attock,1999,"150,000",Petrol,1500,Manual,6lacs
Honda City 2018 1.3 i-VTEC for Sale,Gujranwala,2018,10,Petrol,1300,Manual,37lacs
Daihatsu Move 2022 X for Sale,Lahore,2022,"21,000",Petrol,660,Automatic,15.75lacs
Toyota Land Cruiser 2023 ZX for Sale,Karachi,2023,"8,000",Petrol,4608,Automatic,7.5crore
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2020,"35,000",Petrol,1800,Automatic,63lacs
Honda City 6th Generation 2022 1.2L CVT for Sale,Lahore,2022,"18,000",Petrol,1200,Automatic,45.5lacs
Mazda Cx3 2017 Touring for Sale,Lahore,2017,"55,000",Petrol,2000,Automatic,47lacs
Toyota Vitz 2020 F 1.0 for Sale,Islamabad,2020,"95,000",Petrol,1000,Automatic,40.5lacs
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Lahore,2017,"100,000",Petrol,1300,Manual,38.75lacs
Hyundai Tucson 2022 AWD A/T Ultimate for Sale,Lahore,2022,"8,400",Petrol,2000,Automatic,81lacs
Hyundai Elantra 2021 GLS for Sale,Lahore,2021,"53,000",Petrol,2000,Automatic,59.5lacs
Lexus RX Series 2007 400H for Sale,Lahore,2007,"82,649",Petrol,3300,Automatic,52.45lacs
Toyota Roomy 2021 XS for Sale,Lahore,2021,"35,000",Petrol,1000,Automatic,46.5lacs
Toyota Roomy 2021 XS for Sale,Lahore,2021,"82,000",Petrol,1000,Automatic,46.75lacs
Lexus RX Series 2009 450h for Sale,Lahore,2009,"45,000",Hybrid,3500,Automatic,94.95lacs
Toyota Platz 2004 F 1.0 for Sale,Taxila,2004,"217,235",Petrol,1000,Automatic,17lacs
Suzuki Cultus 2011 VXRi (CNG) for Sale,Rawalpindi,2011,1,Petrol,1000,Manual,13.4lacs
Toyota Corolla 2014 GLi Limited Edition 1.3 VVTi for Sale,Islamabad,2014,"92,000",Petrol,1300,Manual,28.5lacs
Suzuki FX 1985 GA for Sale,Karachi,1985,"10,000",Petrol,800,Manual,1.6lacs
Toyota Land Cruiser 1982 for Sale,Karachi,1982,"100,000",Diesel,2300,Manual,26.5lacs
Changan Alsvin 2022 1.5L DCT Lumiere for Sale,Islamabad,2022,"23,000",Petrol,1500,Automatic,41.5lacs
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Lahore,2015,"240,000",Petrol,1600,Automatic,36lacs
Mazda Flair Crossover 2021 Hybrid XS for Sale,Islamabad,2021,"25,600",Petrol,660,Automatic,38.9lacs
Hyundai Santro 2002 Plus for Sale,Attock,2002,"95,300",Petrol,1000,Manual,7.4lacs
Honda Civic 5th Generation 1995 EX for Sale,Multan,1995,"90,000",Petrol,1500,Manual,10lacs
Nissan Wingroad 2007 15M for Sale,Peshawar,2007,"145,000",Petrol,1500,Automatic,26lacs
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel Prosmatec 1.6 for Sale,Peshawar,2005,"150,000",Petrol,1600,Automatic,19lacs
Daihatsu Mira 2007 X Limited Smart Drive Package for Sale,Islamabad,2007,"86,500",Petrol,660,Automatic,18.95lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2019,"68,500",Petrol,1800,Automatic,60.5lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2021,"57,000",Petrol,1800,Automatic,61.5lacs
Honda Civic 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2011,"89,000",Petrol,1800,Automatic,23.75lacs
Daihatsu Cuore 2000 CL Eco for Sale,Karachi,2000,1,Petrol,800,Manual,7.2lacs
Honda City 2020 1.3 i-VTEC Prosmatec for Sale,Karachi,2020,"16,736",Petrol,1300,Automatic,39.25lacs
Suzuki Mehran 2017 for Sale,Dunia,2017,"85,000",Petrol,800,Manual,10.5lacs
MG ZS EV 2021 Luxury for Sale 9/10,Faisalabad,2021,"70,737",Electric,44.5,Automatic,75lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2019,"85,000",Petrol,1800,Automatic,60lacs
Suzuki Mehran 1998 VX for Sale,Swabi,1998,"60,000",CNG,800,Manual,3.7lacs
Honda City 2022 1.5L ASPIRE CVT for Sale,Wah,2022,"17,888",Petrol,1500,Automatic,53lacs
Honda Civic 2002 EXi for Sale,Faisalabad,2002,"282,260",Petrol,1500,Manual,12.85lacs
Toyota Passo 2022 X L Package S for Sale,Charsadda,2022,"12,000",Petrol,1000,Automatic,48.9lacs
Audi A4 2017 1.4 TFSI for Sale,Lahore,2017,"148,000",Petrol,1400,Automatic,1.25crore
Suzuki Swift 2023 GLX CVT for Sale,Lahore,2023,"29,000",Petrol,1200,Automatic,44.5lacs
Mercedes Benz C Class 2006 C180 for Sale,Lahore,2006,"168,000",Petrol,2000,Automatic,29.75lacs
Toyota Premio 2008 F Prime Selection 1.5 for Sale,Lahore,2008,"175,000",Petrol,1500,Automatic,38lacs
Toyota Corolla 2021 Hybrid WxB for Sale,Lahore,2021,"39,000",Hybrid,1800,Automatic,95lacs
Toyota Aqua 2013 S for Sale,Lahore,2013,"189,000",Hybrid,1500,Automatic,34.5lacs
Toyota Prius 2011 S 1.8 for Sale,Lahore,2011,"75,000",Hybrid,1800,Automatic,41.35lacs
Toyota Yaris Hatchback 2021 for Sale,Lahore,2021,"38,266",Petrol,1000,Automatic,51lacs
Suzuki Wagon R 2022 Hybrid FX for Sale,Lahore,2022,"9,405",Hybrid,660,Automatic,40lacs
Daihatsu Boon 2019 Cilq for Sale,Lahore,2019,"65,000",Petrol,1000,Automatic,
Honda Vezel 2019 Hybrid Z Honda Sensing for Sale,Lahore,2019,"50,000",Hybrid,1500,Automatic,80lacs
Daihatsu Taft 2021 G Turbo for Sale,Lahore,2021,"30,000",Petrol,660,Automatic,42lacs
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,Kamra,2012,"170,000",Petrol,1300,Manual,24.5lacs
Suzuki Cultus 2020 VXR for Sale,Rawalpindi,2020,"52,000",Petrol,1000,Manual,29lacs
Suzuki Bolan 2005 VX for Sale,Rawalpindi,2005,"300,000",Petrol,800,Manual,8.1lacs
Honda Civic 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Wah,2015,"155,000",Petrol,1800,Automatic,36.45lacs
Toyota Hilux 2021 Revo V Automatic 2.8 for Sale,Hyderabad,2021,"65,000",Diesel,2800,Automatic,1.18crore
Honda Civic 2003 EXi Prosmatec for Sale,Sargodha,2003,"139,000",Petrol,1500,Automatic,15.2lacs
KIA Sportage 2020 AWD for Sale,Lahore,2020,"68,000",Petrol,2000,Automatic,67lacs
Chevrolet Exclusive 2005 LS 0.8 for Sale,Lahore,2005,"131,515",Petrol,800,Manual,6.3lacs
Toyota Aqua 2017 S for Sale 8.9/10,Karachi,2017,"178,853",Hybrid,1500,Automatic,51lacs
Toyota Corolla 2010 XLi VVTi for Sale,Lahore,2010,"165,000",Petrol,1300,Manual,21.5lacs
Suzuki Wagon R 2015 for Sale,Sukkur,2015,"88,000",Petrol,660,Automatic,23lacs
Suzuki Bolan 2010 VX for Sale,Karachi,2010,"5,866",Petrol,800,Manual,8.35lacs
Changan Oshan X7 2023 FutureSense for Sale,Lahore,2023,"11,737",Petrol,1500,Automatic,82lacs
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,Lahore,2019,"70,200",Petrol,1300,Automatic,37.8lacs
Toyota Corolla 2015 GLi 1.3 VVTi for Sale,Lahore,2015,"55,000",Petrol,1300,Manual,39.75lacs
Suzuki Mehran 2006 VXR for Sale,Lahore,2006,"34,000",Petrol,800,Manual,6.5lacs
Suzuki Swift 2014 DLX 1.3 for Sale,Rawalpindi,2014,"96,000",Petrol,1300,Manual,22.75lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2021,"38,000",Petrol,1800,Automatic,61.2lacs
Suzuki Margalla 1997 GLX for Sale,Lahore,1997,"95,000",Petrol,1300,Manual,5.9lacs
Suzuki Mehran 2019 VXR Euro II for Sale,Mirpur,2019,"65,000",Petrol,800,Manual,16.9lacs
Honda Civic 1999 VTi Oriel 1.6 for Sale,Abbottabad,1999,"165,000",Petrol,2300,Manual,19.5lacs
Suzuki Every 2024 for Sale,Sialkot,2024,121,Petrol,660,Automatic,23.8lacs
Suzuki Alto 2002 for Sale,Mangla,2002,"125,000",Petrol,660,Automatic,10.25lacs
Toyota Corolla 2023 Altis X Automatic 1.6 for Sale,Gujranwala,2023,"14,500",Petrol,1598,Automatic,60lacs
KIA Pride 1996 1.1 for Sale,Bannu,1996,"120,000",Petrol,1100,Manual,6.7lacs
Honda N One 2021 Premium Tourer for Sale,Lahore,2021,"40,576",Petrol,658,Automatic,42lacs
Honda N Box 2020 Custom GL for Sale,Lahore,2020,"38,000",Petrol,658,Automatic,38lacs
Nissan Kicks 2020 for Sale,Lahore,2020,"40,000",Hybrid,1200,Automatic,60.5lacs
Haval H6 2024 HEV for Sale,Lahore,2024,"5,000",Hybrid,1500,Automatic,1.23crore
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"28,000",Petrol,660,Automatic,39lacs
Nissan Note 2021 for Sale,Lahore,2021,"27,000",Hybrid,1200,Automatic,66lacs
Changan Karvaan 2021 Plus for Sale,Lahore,2021,"53,000",Petrol,1000,Manual,23lacs
Toyota Aqua 2020 L for Sale,Lahore,2020,170,Hybrid,1500,Automatic,61lacs
Nissan Kicks 2020 XV Premium for Sale,Lahore,2020,"29,500",Petrol,1300,Automatic,78lacs
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.5 i-VTEC for Sale,Lahore,2017,"89,000",Petrol,1500,Automatic,37.5lacs
Honda Vezel 2019 Hybrid Z for Sale,Lahore,2019,"65,000",Hybrid,1500,Automatic,76.5lacs
Honda CR-V 2018 2.0 CVT for Sale,Lahore,2018,"69,000",Petrol,2000,Automatic,97lacs
Honda Vezel 2014 Hybrid Z for Sale,Karachi,2014,"70,000",Hybrid,1500,Automatic,42.5lacs
Suzuki Mehran 2013 VX Euro II for Sale,Islamabad,2013,"80,000",Petrol,800,Manual,11.6lacs
Nissan Dayz 2020 S for Sale,Islamabad,2020,"76,000",Petrol,660,Automatic,31.5lacs
Suzuki Mehran 2014 VXR Euro II for Sale,Lahore,2014,"68,000",Petrol,796,Manual,9.5lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Lahore,2017,"110,000",Petrol,796,Manual,12.75lacs
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Quetta,2013,"77,000",Petrol,1300,Manual,29.2lacs
BMW 3 Series 1994 for Sale,Faisalabad,1994,"100,000",Petrol,2000,Automatic,17lacs
Toyota Prius 2013 G 1.8 for Sale,Lahore,2013,"125,000",Hybrid,1800,Automatic,44.5lacs
Suzuki Mehran 2004 VX for Sale,Peshawar,2004,"115,900",Petrol,800,Manual,5.7lacs
Toyota Yaris Hatchback 2022 for Sale,Multan,2022,"28,584",Petrol,1000,Automatic,42.5lacs
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2011,"108,000",Petrol,1800,Automatic,23.5lacs
BMW 7 Series 2023 i7 xDrive60 M Sports for Sale,Karachi,2023,700,Electric,105.0,Automatic,8.3crore
Suzuki Alto 2019 VXL AGS for Sale 7.2/10,Lahore,2019,"52,566",Petrol,660,Automatic,24.5lacs
Suzuki Baleno 2003 JXR for Sale,Rawalpindi,2003,85,Petrol,1300,Manual,11.8lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,Faisalabad,2017,"82,000",Petrol,1800,Automatic,46lacs
Honda City 2008 i-DSI Vario for Sale,Rawalpindi,2008,"112,587",Petrol,1300,Automatic,23.4lacs
Suzuki Khyber 1999 GA for Sale,Chakwal,1999,"12,334",Petrol,1000,Manual,6.5lacs
Toyota Prado 2021 TX L Package 2.7 for Sale,Karachi,2021,"12,500",Petrol,2700,Automatic,
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2018,"129,000",Petrol,1800,Automatic,52.95lacs
Suzuki Alto 2007 GII for Sale,Islamabad,2007,"120,000",Petrol,660,Automatic,16.45lacs
Toyota Hilux 2024 Revo GR-S for Sale,Karachi,2024,1,Diesel,2800,Automatic,1.72crore
Honda Vezel 2014 Hybrid Z for Sale,Karachi,2014,"115,000",Hybrid,1500,Automatic,43lacs
Toyota Land Cruiser 6th (J100) Generation 2003 Amazon 4.2D for Sale,Islamabad,2003,"150,000",Diesel,4200,Automatic,80lacs
Toyota Yaris 2020 ATIV CVT 1.3 for Sale,Wah,2020,"39,700",Petrol,1300,Automatic,42lacs
Toyota Corolla 9th (E120) Generation 2003 SE Saloon for Sale,Karachi,2003,"100,000",Petrol,1600,Manual,16.5lacs
Toyota Yaris Hatchback 2022 for Sale,Lahore,2022,"18,500",Petrol,1000,Automatic,51.5lacs
Honda Grace Hybrid 6th (GM4) Generation 2020 LX for Sale,Lahore,2020,"29,500",Petrol,1500,Automatic,73lacs
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Multan,2019,"90,000",Petrol,1600,Automatic,48.75lacs
Toyota Corolla 2001 for Sale,Lahore,2001,"135,000",Petrol,1600,Automatic,15.9lacs
Toyota Prius 2008 S Touring Selection 1.5 for Sale,Lahore,2008,"95,000",Hybrid,1500,Automatic,28.75lacs
